title,rate,desc,tags,url
"Transformar excel con macros, hacia sistema web con gestion de perfiles y permisos",$545,"...ingresada se deberá poder exportar un reporte en pdf.
Preferentemente profesionales en Lima Perú, para poder gestionar reuniones presenciales.
El sistema deberá ser creado en php con un framework (Laravel, codeigniter, etc). ...","Excel, HTML, MySQL, PHP, Software Architecture",https://www.freelancer.com/projects/php/transformar-excel-con-macros-hacia/
modulo-facturacion electronica,$87,Necesito desarrollar o adaptar un modulo sea en php o en java es para integrar a mi sistema la facturación electrónica sacando datos del sistema que poseo y mandando a facturar telefónicamente  para ecuador,"HTML, Java, MySQL, PHP, Windows Desktop",https://www.freelancer.com/projects/java/modulo-facturacion-electronica/
Zmiana wersji PHP na serwerze dedykowanym Kimsufi,$28,"Mam serwer dedykowany w firmie Kimsufi. Jest tam zainstalowana starsza wersja PHP (PHP version 5.6.17-0+deb8u1 ) i nie umiem jej zmienić na aktualną (min. 5.6.20). Potrzebuję żeby ktoś kto się na tym zna zrobił to za pomocą teamviewera. Czytałem, że to potrwa kilka minut ale boję się za to sam zabierać, natomiast chętnie za to zapłacę.","PHP, Server",https://www.freelancer.com/projects/php/zmiana-wersji-php-serwerze-dedykowanym/
Servidor Amazon AWS Linux Proyecto Web,$167,"Creación de un servidor web con servicios de FTP, PHP, Mysql  y Correo electrónico , configurado con tres dominios.
La aplicación Web crea mediante código bases de datos en mysql (requiere root)","Amazon Web Services, Linux, MySQL, PHP, Web Hosting",https://www.freelancer.com/projects/amazon-web-services/servidor-amazon-aws-linux-proyecto/
Administrar Servidor VPS con Linux Debian y Plek Web,$107,"Buscamos administrador para gestor sevidor VPS  Linux Debian 9  y  Panel de control Plesk Web Pro Edition.
El trabajo consistirá en configurar el servidor para  tres sitios web de php y mysql","Linux, MySQL, VPS",https://www.freelancer.com/projects/linux/administrar-servidor-vps-con-linux/
desarrollo de plataforma e learning,$608,"...tengo algunas plantillitas que elabore en word- para que sirva como muestra.. la plataforma necesita llevar tres niveles de usuarios: Admin - Maestro - Estudiante, escrito en php sql javascript y si intervienes algun otro lenguaje de programacion sera bienvenido asi tambien como aportes. Tambien sera necesario que este compatible para moviles.  Me avisas","HTML, Javascript, MySQL, PHP, Website Design",https://www.freelancer.com/projects/php/desarrollo-plataforma-learning/
Programador FrontEnd -- 2,$184,"Programador frontEnd con conocimientos en:

JS
CSS3
HTML5
BOOTSTRAP 4
PHP

Para ayudarnos a terminar un sitio web sencillo.

Que sepa usar github y trello *indispensable.","Bootstrap, CSS, HTML5, Javascript, PHP",https://www.freelancer.com/projects/twitter-bootstrap/programador-frontend/
design web,$440,"cần 1 bạn design chuyên nghiệp tý . mình có web mà xấu quá cần bạn design
biết php - js - css","CSS, HTML, Javascript, PHP, Website Design",https://www.freelancer.com/projects/css/design-web/
Instalar y Configurar Big Blue Button en SERVIDOR DEDICADO,$138,"Necesitamos un Desarrollador  capaz de implementar una instalación y configuración del software Big Blue Button en un SERVIDOR DEDICADO, y que nos indique como poder in...implementar una instalación y configuración del software Big Blue Button en un SERVIDOR DEDICADO, y que nos indique como poder integrarlo con nuestro sistema propio que esta en php","Linux, PHP, Software Architecture",https://www.freelancer.com/projects/php/instalar-configurar-big-blue-button-24405399/
Migracion de pagina web PHP a Wordpress,$274,"Tengo una pagina web, diseñada a medida, pero el CMS no es facil de utilizar y quiero alguien que pueda migrar la pagina a Wordpress y la configure de tal manera de que no se use plantilla (Theme) sino el diseño ya creado a medida.

La pagina web ya diseñada es: [login to view URL]

Tambien necesito se cambien algunas cosas, y se implemente el diseño AMP de Google pero ...","Graphic Design, HTML, PHP, Website Design, WordPress",https://www.freelancer.com/projects/php/migracion-pagina-web-php-wordpress/
Streaming Reproductor Full PHP JAVASCRIPT,$1047,"REPRODUCTOR JAVASCRIPT PHP,  CSS HTML

--- QUE HABLE ESPAÑOL","CSS, HTML, HTML5, Javascript, PHP",https://www.freelancer.com/projects/php/streaming-reproductor-full-php/
desarrollo de una web app para smartv android,$201,Bien tengo un sitio web en php de streaming d peliculas y series y tv online quisiera saber si se puede hacer una app para smartv android encerrar todo el contenido asi cuando modifico la web se vea reflejado tambien el la aplicaion desconozco si se puede hacer esto si hay algun voluntario espero sus propuestas gracias,"Android, HTML, HTML5, Mobile App Development, PHP",https://www.freelancer.com/projects/android/desarrollo-una-web-app-para/
hacer un botón que imprima directamente,$38,"Necesito que desarrollen un software para mí. Me gustaría que este software sea desarrollado para Windows utilizando Php. Es un botón que al apretar solo mande a imprimir sin abrir antes en pdf, poner ese botón en mi página web y cualquier usuario que apreté el botón mande a imprimir","PHP, Software Architecture, Windows Desktop",https://www.freelancer.com/projects/windows/hacer-bot-que-imprima-directamente/
Desarrollo de modulo en programa realizado en PHP,$68,"Se quiere realizarmodulo en programa ya  funcionando, en el lenguaje PHP, programador que disponga de tiempo para realizarlo prontamente.","HTML, MySQL, PHP, Software Architecture, Website Design",https://www.freelancer.com/projects/php/desarrollo-modulo-programa-realizado-php/
Suche ein PHP oder mit erfahrung mit Laravel,$203,"Suche ein PHP oder mit erfahrung mit Laravel 

es geht um
[login to view URL]


alles im PN

Info
für fertigstellung der Seite
als bezahlung API
1 ein Chat einbau mit gebühren
Prüfung der webseite ob alles geht und fixen wenn was nicht geht","MySQL, PHP",https://www.freelancer.com/projects/php/suche-ein-php-oder-mit/
Sobre Base de Datos en PHP y MySQL,$16168,"...000 clientes que trabajan en distintos centros de trabajo, en distintas provincias y comunidades autónomas. Tenemos ya una base de datos en PHP y MySQL para manejar  los datos de dichos clientes, la parte de PHP está hecha con el framework FAT-FREE 3.6. Nos gustaría hacer dos cosas en relación con la base de datos:
1) Pasar unos datos que tenemos en","Data Entry, MySQL, PHP, Software Architecture, Web Scraping",https://www.freelancer.com/projects/php/sobre-base-datos-php-mysql/
Diseño de página web,$283,"...estable en el tiempo. 

Necesitamos a un profesional con conocimiento y experiencia en crear sitios Wordpress utilizando Advanced Custom fields y con altos conocimientos en PHP, HTML5 y CSS. 

Tenemos clientes bastante exigentes, por lo que nosotros también lo somos ;-).
Este sería un ejemplo de web que hemos realizado  [login to view URL]","CSS, HTML, PHP, Website Design, WordPress",https://www.freelancer.com/projects/php/dise-gina-web-24383110/
"Se busca desarrollador con amplia disponibilidad y experiencia en Java, PHP, MySQL, Linux y JSON",$436,"Saludos programador, buscamos tu apoyo para continuar con el desarrollo de un web scraper además de nuevos sistemas para el manejo y mantenimiento de sitios web de ecommerce.
Contamos con un presupuesto modesto por lo que te pedimos tomes a consideración que la paga incrementará paulatinamente conforme el avance del proyecto lo permita. 

Estaremos atentos a tus comentarios pa...","Java, MySQL, PHP, Software Architecture, Web Scraping",https://www.freelancer.com/projects/java/busca-desarrollador-con-amplia/
Desarrollo aplicacion web,$263,"Desarrolar aplicacion web en Php, Mysql con procedimientos almacenados, Jquery, Bootstrap, y reconocimiento de imagenes mediante Aws.","HTML, Javascript, MySQL, PHP, Website Design",https://www.freelancer.com/projects/php/desarrollo-aplicacion-web-24372501/
restaurar sitio en joomla,$107,"...buscando ayuda para poder restaurar un sitio joomla, el sitio funcionaba bien, pero al cambiarlo de servidor yo no funciona, tengo la copia, la probe en mi servidor local con PHP 5.6 y 7.2 pero no funciono, actualmente en el front veo esto [login to view URL] y en la back si veo el formulario para ingresar pero tampoco me dejo a pesar","CSS, HTML, Joomla, MySQL, PHP",https://www.freelancer.com/projects/joomla/restaurar-sitio-joomla/
Procuro Programadores PHP,$489,"Estou procurando alguém que queira ganhar bastante dinheiro sem perguntar muito!
Que tenha bastante conhecimento em PHP e outras linguagens mais o ponto principal e o PHP.
Que tenha bastante criatividade e que seja rápido e pratico.

Quem tiver interessado me chame!","HTML, Javascript, MySQL, node.js, PHP",https://www.freelancer.com/projects/php/procuro-programadores-php/
